Amb22893378,Amb22893378,Amb22893378,Amb22893378,Amb22893048,Amb22893378,Amb22830820,Amb22893048,Amb22893395,Amb22893048,Amb22893395,Amb22830820,Amb22893097,Amb22830821,Amb22830821,Amb22889038,Amb22889038,Amb22889038,Amb22893395,Amb22889038,Amb22889038,Amb22893048,Amb22893097,Amb22893395,Amb22893048,Amb22893097,Amb22830820,Amb22830821,Amb22830821,Amb22893097,Amb22893097,Amb22893395,Amb22830821,Amb22830887,Amb22830887,Amb22893000,Amb22830887,Amb22830887,Amb22893000,Amb22893000,Amb22830820,Amb22830820,Amb22830887,Amb22893000,Amb22893000,Amb22893415,Amb22893415,Amb22893415,Amb22893415,Amb22893415
-9.7,-9.7,-9.4,-9.1,-9.0,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.3,-8.2,-8.2,-8.2,-8.2,-8.2,-8.2,-8.1,-8.1,-8.1,-8.1,-8.1,-8.0,-8.0,-7.9,-7.9,-7.9,-7.9,-7.9,-7.9,-7.7,-7.7,-7.7,-7.7,-7.6,-7.6,-7.6,-7.6,-7.5,-7.5,-7.5,-7.5,-7.5,-7.4,-7.1,-7.0,-7.0,-6.9
